"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス","D.商品"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","フード","揚げ物","","1100","2026/02/21 19:50:46","1","20:配膳済","00000000130:メヒカリの唐揚げ"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","ドリンク","果実酒","ソーダ割りx1","660","2026/02/21 19:50:46","1","20:配膳済","00000004008:梅酒"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","フード","焼き物","","1300","2026/02/21 19:56:39","1","20:配膳済","00000000068:サバの一夜干し"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","ドリンク","ソフトドリンク","","550","2026/02/21 19:56:39","1","20:配膳済","00000000047:コーラ"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","フード","揚げ物","","1100","2026/02/21 20:22:29","1","20:配膳済","00000000130:メヒカリの唐揚げ"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","ドリンク","果実酒","ソーダ割りx1","660","2026/02/21 20:22:53","1","20:配膳済","00000004008:梅酒"
"No:202500100007431","2026/02/21","土","2026/02/21 19:36:56","2026/02/21 20:57:46","4","15350","11","フード","揚げ物","","1100","2026/02/21 20:22:53","1","20:配膳済","00000000192:タコの唐揚げ"
"No:202500100007432","2026/02/21","土","2026/02/21 19:38:42","2026/02/21 20:39:05","0","5330","2","ウーバーイーツ","鰻料理","","3430","2026/02/21 19:38:42","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007432","2026/02/21","土","2026/02/21 19:38:42","2026/02/21 20:39:05","0","5330","2","ウーバーイーツ","サラダ","","1900","2026/02/21 19:38:42","1","20:配膳済","00000004096:uber大和芋のとろろサラダ"
"No:202500100007433","2026/02/21","土","2026/02/21 19:46:39","2026/02/21 20:39:14","0","1500","1","ロケットナウ","お弁当","","1500","2026/02/21 19:46:39","1","20:配膳済","00000003825:ロケットサバの一夜干し弁当"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","お通し","","660","2026/02/21 20:42:33","1","20:配膳済","00000004006:お通し"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","お通し","","660","2026/02/21 20:42:33","1","20:配膳済","00000004006:お通し"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","お通し","","660","2026/02/21 20:42:33","1","20:配膳済","00000004006:お通し"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","鰻料理","並盛x1","4200","2026/02/21 20:46:10","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","鰻料理","並盛x1","4200","2026/02/21 20:46:10","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","フード","鰻料理","並盛x1","4200","2026/02/21 20:46:10","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","ドリンク","ビール","","770","2026/02/21 20:46:10","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","ドリンク","ビール","","770","2026/02/21 20:46:10","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","ドリンク","ソフトドリンク","","550","2026/02/21 20:46:10","1","20:配膳済","00000001165:ジンジャーエール"
"No:202500100007434","2026/02/21","土","2026/02/21 20:42:33","2026/02/21 21:48:52","3","17570","10","ドリンク","サワー","普通x1","900","2026/02/21 21:05:29","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","鰻料理","","6500","2026/02/21 20:59:53","1","20:配膳済","00000004085:uberうな重竹"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","鰻料理","","3430","2026/02/21 20:59:53","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","鰻料理","","0","2026/02/21 20:59:53","1","20:配膳済","00000004093:uber骨せんべいプロモーション"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","鰻料理","","0","2026/02/21 20:59:53","1","20:配膳済","00000004091:uber肝焼きプロモーション"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","鰻料理","","750","2026/02/21 20:59:53","1","20:配膳済","00000004090:uber肝焼き"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","揚げ物","","1400","2026/02/21 20:59:53","1","20:配膳済","00000004104:uberメヒカリの唐揚げ"
"No:202500100007435","2026/02/21","土","2026/02/21 20:59:53","2026/02/21 21:42:59","0","13980","7","ウーバーイーツ","サラダ","","1900","2026/02/21 20:59:53","1","20:配膳済","00000004096:uber大和芋のとろろサラダ"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","1000","2026/02/22 11:21:37","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007436","2026/02/22","日","2026/02/22 11:21:17","2026/02/22 13:16:10","0","15000","15","TO/出前","お弁当","","0","2026/02/22 11:21:37","0","30:キャンセル済","00000001232:TO)お弁当"
"No:202500100007437","2026/02/22","日","2026/02/22 11:21:55","2026/02/22 13:15:38","0","1000","1","TO/出前","お弁当","","1000","2026/02/22 11:22:06","1","20:配膳済","00000001232:TO)お弁当"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","コース","コース","","7000","2026/02/22 11:31:31","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","フード","おすすめ","","1500","2026/02/22 12:42:08","1","20:配膳済","00000003771:ハラミ焼き"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","フード","一品料理","","220","2026/02/22 12:42:08","1","20:配膳済","00000000144:ライス"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ビール","","770","2026/02/22 12:45:31","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","サワー","普通x1","900","2026/02/22 12:45:31","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","サワー","普通x1","900","2026/02/22 12:45:31","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","サワー","普通x1","900","2026/02/22 12:45:31","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ビール","","900","2026/02/22 12:45:31","1","20:配膳済","00000000012:スーパードライ 瓶"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ソフトドリンク","","550","2026/02/22 12:45:31","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ソフトドリンク","","550","2026/02/22 12:45:31","1","20:配膳済","00000000047:コーラ"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ウイスキー","ソーダ割りx1","900","2026/02/22 12:45:31","1","20:配膳済","00000002249:知多"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ビール","","770","2026/02/22 13:14:19","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ウイスキー","ソーダ割りx1","900","2026/02/22 13:14:19","1","20:配膳済","00000002249:知多"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","ウイスキー","ソーダ割りx1","1100","2026/02/22 13:26:09","1","20:配膳済","00000003673:富士山麓"
"No:202500100007438","2026/02/22","日","2026/02/22 11:31:31","2026/02/22 14:13:41","10","74630","23","ドリンク","サワー","普通x1","770","2026/02/22 13:26:09","1","20:配膳済","00000000150:梅干しサワー"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","コース","コース","","7000","2026/02/22 11:31:58","1","20:配膳済","00000003093:ランチ麻布しきコース"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ビール","","900","2026/02/22 12:23:03","1","20:配膳済","00000000012:スーパードライ 瓶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","焼酎グラス","お湯割りx1","660","2026/02/22 12:23:03","1","20:配膳済","00000000035:しき焼酎（芋）グラス"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","日本酒","","660","2026/02/22 12:23:03","1","20:配膳済","00000000124:あつかん"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ビール","","900","2026/02/22 14:03:05","1","20:配膳済","00000000012:スーパードライ 瓶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ビール","","900","2026/02/22 14:03:05","1","20:配膳済","00000000012:スーパードライ 瓶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ソフトドリンク","","550","2026/02/22 14:03:05","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ソフトドリンク","","550","2026/02/22 14:03:05","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ソフトドリンク","","550","2026/02/22 14:03:05","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007439","2026/02/22","日","2026/02/22 11:31:58","2026/02/22 14:03:42","6","48220","15","ドリンク","ソフトドリンク","","550","2026/02/22 14:03:05","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007440","2026/02/22","日","2026/02/22 11:40:21","2026/02/22 11:59:47","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/22 11:40:21","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007441","2026/02/22","日","2026/02/22 11:44:24","2026/02/22 14:34:10","0","8800","2","ウーバーイーツ","鰻料理","","4400","2026/02/22 11:44:24","1","20:配膳済","00000004086:uberうな重梅"
"No:202500100007441","2026/02/22","日","2026/02/22 11:44:24","2026/02/22 14:34:10","0","8800","2","ウーバーイーツ","鰻料理","","4400","2026/02/22 11:44:24","1","20:配膳済","00000004086:uberうな重梅"
"No:202500100007442","2026/02/22","日","2026/02/22 11:58:23","2026/02/22 14:34:26","0","7900","2","ウーバーイーツ","鰻料理","","7700","2026/02/22 11:58:23","1","20:配膳済","00000004084:uberうな重松"
"No:202500100007442","2026/02/22","日","2026/02/22 11:58:23","2026/02/22 14:34:26","0","7900","2","ウーバーイーツ","鰻料理","","200","2026/02/22 11:58:23","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007443","2026/02/22","日","2026/02/22 11:59:59","2026/02/22 12:25:44","2","2200","2","ランチ","ランチ","天つゆx1 / 並盛x1","1100","2026/02/22 12:00:47","1","20:配膳済","00000004027:とり天定食"
"No:202500100007443","2026/02/22","日","2026/02/22 11:59:59","2026/02/22 12:25:44","2","2200","2","ランチ","ランチ","ユーリンチー風x1 / 大盛りx1","1100","2026/02/22 12:00:54","1","20:配膳済","00000004027:とり天定食"
"No:202500100007443","2026/02/22","日","2026/02/22 11:59:59","2026/02/22 12:25:11","2","1100","1","ランチ","ランチ","天つゆx1 / 並盛x1","1100","2026/02/22 12:00:47","1","20:配膳済","00000004027:とり天定食"
"No:202500100007443","2026/02/22","日","2026/02/22 11:59:59","2026/02/22 12:25:44","2","1100","1","ランチ","ランチ","ユーリンチー風x1 / 大盛りx1","1100","2026/02/22 12:00:54","1","20:配膳済","00000004027:とり天定食"
"No:202500100007444","2026/02/22","日","2026/02/22 12:00:47","2026/02/22 12:29:19","1","1350","2","ランチ","ランチ","並盛x1","1200","2026/02/22 12:00:47","1","20:配膳済","00000001786:サバ定食"
"No:202500100007444","2026/02/22","日","2026/02/22 12:00:47","2026/02/22 12:29:19","1","1350","2","ランチ","サイドメニュー","","150","2026/02/22 12:00:47","1","20:配膳済","00000004042:納豆"
"No:202500100007445","2026/02/22","日","2026/02/22 12:01:36","2026/02/22 12:28:30","2","2300","2","ランチ","ランチ","おろしソースx1 / 並盛x1","1100","2026/02/22 12:03:26","1","20:配膳済","00000004027:とり天定食"
"No:202500100007445","2026/02/22","日","2026/02/22 12:01:36","2026/02/22 12:28:30","2","2300","2","ランチ","ランチ","並盛x1","1200","2026/02/22 12:03:26","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007446","2026/02/22","日","2026/02/22 12:10:48","2026/02/22 12:32:26","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/22 12:12:07","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007447","2026/02/22","日","2026/02/22 12:15:29","2026/02/22 12:45:38","2","2300","2","ランチ","ランチ","並盛x1","1200","2026/02/22 12:16:26","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007447","2026/02/22","日","2026/02/22 12:15:29","2026/02/22 12:45:38","2","2300","2","ランチ","ランチ","明太マヨx1 / 少なめx1","1100","2026/02/22 12:16:26","1","20:配膳済","00000004027:とり天定食"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","ドリンク","ソフトドリンク","","660","2026/02/22 12:16:24","1","20:配膳済","00000003761:内臓美人茶"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","フード","サラダ","","1600","2026/02/22 12:22:27","1","20:配膳済","00000001077:シーザー風サラダ"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","ランチ","ランチ","並盛x1","4200","2026/02/22 12:27:42","1","20:配膳済","00000004033:ハラミうな重定食"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","フード","おすすめ","","880","2026/02/22 12:32:11","1","20:配膳済","00000002647:とり天4カン"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","フード","焼き物","","1800","2026/02/22 12:32:11","1","20:配膳済","00000000066:ぎんだら焼"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","ドリンク","ソフトドリンク","","660","2026/02/22 12:33:24","1","20:配膳済","00000003761:内臓美人茶"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","フード","おすすめ","","660","2026/02/22 13:04:53","1","20:配膳済","00000002648:うなぷりん"
"No:202500100007448","2026/02/22","日","2026/02/22 12:16:24","2026/02/22 13:18:09","2","11120","8","フード","おすすめ","","660","2026/02/22 13:04:53","1","20:配膳済","00000002648:うなぷりん"
"No:202500100007449","2026/02/22","日","2026/02/22 12:29:08","2026/02/22 13:16:52","2","2400","2","ランチ","ランチ","大盛りx1","1200","2026/02/22 12:29:57","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007449","2026/02/22","日","2026/02/22 12:29:08","2026/02/22 13:16:52","2","2400","2","ランチ","ランチ","並盛x1","1200","2026/02/22 12:29:57","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007450","2026/02/22","日","2026/02/22 12:33:11","2026/02/22 12:54:48","3","4200","3","ランチ","ランチ","並盛x1","1200","2026/02/22 12:33:11","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007450","2026/02/22","日","2026/02/22 12:33:11","2026/02/22 12:54:48","3","4200","3","ランチ","ランチ","並盛x1","1500","2026/02/22 12:33:11","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007450","2026/02/22","日","2026/02/22 12:33:11","2026/02/22 12:54:48","3","4200","3","ランチ","ランチ","並盛x1","1500","2026/02/22 12:33:11","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007451","2026/02/22","日","2026/02/22 12:58:31","2026/02/22 13:17:44","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/22 12:58:31","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007452","2026/02/22","日","2026/02/22 13:05:09","2026/02/22 15:20:26","1","0","1","ランチ","ランチ","大盛りx1","0","2026/02/22 13:05:09","1","20:配膳済","00000003226:ポイントカードうな重梅"
"No:202500100007453","2026/02/22","日","2026/02/22 13:08:31","2026/02/22 19:29:36","2","16000","2","コース","コース","","8000","2026/02/22 17:06:23","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007453","2026/02/22","日","2026/02/22 13:08:31","2026/02/22 19:29:36","2","16000","2","コース","コース","","8000","2026/02/22 17:06:23","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007454","2026/02/22","日","2026/02/22 13:13:59","2026/02/22 13:42:54","1","1800","1","ランチ","ランチ","並盛x1","1800","2026/02/22 13:20:56","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007455","2026/02/22","日","2026/02/22 13:58:57","2026/02/22 14:29:36","2","3000","2","ランチ","ランチ","並盛x1","1500","2026/02/22 14:00:33","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007455","2026/02/22","日","2026/02/22 13:58:57","2026/02/22 14:29:36","2","3000","2","ランチ","ランチ","並盛x1","1500","2026/02/22 14:00:33","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007456","2026/02/22","日","2026/02/22 15:20:41","2026/02/22 20:58:43","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/22 15:20:41","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","お通し","","660","2026/02/22 17:07:23","1","20:配膳済","00000004006:お通し"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","お通し","","660","2026/02/22 17:07:23","1","20:配膳済","00000004006:お通し"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","ドリンク","ビール","","770","2026/02/22 17:46:49","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","ドリンク","ソフトドリンク","","550","2026/02/22 17:46:49","1","20:配膳済","00000000045:ウーロン茶"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","鰻料理","並盛x1","4200","2026/02/22 17:51:09","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","鰻料理","並盛x1","4200","2026/02/22 17:51:09","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","お刺身","三点1人前x1","1320","2026/02/22 17:53:49","1","20:配膳済","00000001072:お刺身盛合せ"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","おすすめ","","440","2026/02/22 17:54:42","1","20:配膳済","00000000899:骨せんべい"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","フード","おすすめ","","1540","2026/02/22 18:06:29","1","20:配膳済","00000003817:馬刺し"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","ドリンク","焼酎グラス","ロックx1","660","2026/02/22 18:16:14","1","20:配膳済","00000000035:しき焼酎（芋）グラス"
"No:202500100007457","2026/02/22","日","2026/02/22 17:07:23","2026/02/22 19:11:12","2","16360","12","ドリンク","ウイスキー","ソーダ割りx1","700","2026/02/22 18:33:30","1","20:配膳済","00000003235:角"
